horizon,r2_full,r2_no_vpin,delta_r2,vpin_coef,vpin_t,r2_vpin_only
5.0,0.004620584491344726,0.00461358769749709,6.9967938476356295e-6,0.0037279189028681984,0.8601843287945259,6.7558903884545884e-6
1.0,0.012312141287025846,0.012294120724698931,0.000018020562326914735,0.0032766552683147075,0.8401332069554706,0.000016395727086560008
60.0,0.02534000100064726,0.025338923250036394,1.0777506108672341e-6,-0.004325985525347781,-0.2354675882764432,0.000011639308685529315
